PO Number,Vendor,Item,Unit Price,Quantity,Total Amount
PO-81751,Vendor_62199,Item_12391,3047.08,42,127977.36
PO-98792,Vendor_65985,Item_35594,4547.27,30,136418.1
PO-13710,Vendor_30048,Item_96907,837.98,55,46088.9
PO-16862,Vendor_85125,Item_16642,6690.79,62,414828.98
PO-43956,Vendor_29860,Item_66839,6308.74,44,277584.56
PO-93492,Vendor_60205,Item_79164,7765.35,72,559105.2
PO-12000,Vendor_60422,Item_53386,898.46,57,51212.22
PO-68074,Vendor_45815,Item_34441,8237.86,98,807310.28
PO-12288,Vendor_99149,Item_99282,1083.32,8,8666.56
PO-80763,Vendor_55260,Item_30506,664.25,69,45833.25
PO-46969,Vendor_72538,Item_40012,3096.95,30,92908.5
PO-69913,Vendor_23702,Item_54805,9069.47,82,743696.54
PO-46675,Vendor_43982,Item_39079,9643.49,7,67504.43
PO-16269,Vendor_86365,Item_28568,618.17,87,53780.79
PO-55283,Vendor_54105,Item_48914,5113.16,16,81810.56
PO-79332,Vendor_26563,Item_59336,3654.2,46,168093.2
PO-21951,Vendor_16216,Item_92249,7597.68,100,759768.0
PO-92100,Vendor_27860,Item_61273,5672.4,62,351688.8
PO-59295,Vendor_28201,Item_76463,8496.75,95,807191.25
PO-78954,Vendor_57503,Item_66409,6553.2,1,6553.2
PO-32152,Vendor_51122,Item_72682,7371.78,81,597114.18
PO-38135,Vendor_52644,Item_40042,7668.2,3,23004.6
PO-97986,Vendor_84062,Item_89169,2574.68,62,159630.16
PO-74558,Vendor_77414,Item_48730,1624.18,84,136431.12
PO-20123,Vendor_52915,Item_43700,2927.93,3,8783.79
PO-72357,Vendor_41463,Item_48401,8831.85,24,211964.4
PO-63978,Vendor_53350,Item_94906,283.44,95,26926.8
PO-89801,Vendor_38311,Item_20574,3837.73,13,49890.49
PO-73844,Vendor_34779,Item_55488,309.22,86,26592.92
PO-26507,Vendor_98282,Item_65361,334.81,77,25780.37
PO-64201,Vendor_97629,Item_12966,6443.84,63,405961.92
PO-60902,Vendor_81724,Item_87438,2493.68,66,164582.88
PO-99203,Vendor_78997,Item_24538,9812.38,22,215872.36
PO-75895,Vendor_85394,Item_57782,8153.81,76,619689.56
PO-74894,Vendor_35412,Item_14386,5892.29,58,341752.82
PO-27380,Vendor_25297,Item_42510,5015.42,79,396218.18
PO-77252,Vendor_47713,Item_75360,1973.76,55,108556.8
PO-79092,Vendor_40491,Item_35796,4011.31,63,252712.53
PO-34960,Vendor_21425,Item_97408,2961.89,23,68123.47
PO-90057,Vendor_41585,Item_14255,1442.53,10,14425.3
PO-82000,Vendor_84839,Item_82152,9976.99,75,748274.25
PO-26941,Vendor_94319,Item_82134,452.73,56,25352.88
PO-74767,Vendor_50713,Item_88482,6503.76,24,156090.24
PO-38892,Vendor_71223,Item_82810,1316.46,63,82936.98
PO-13614,Vendor_98529,Item_36273,9437.92,21,198196.32
PO-12102,Vendor_78341,Item_62794,7496.66,37,277376.42
PO-43692,Vendor_50842,Item_13094,8931.61,48,428717.28
PO-28376,Vendor_63513,Item_69629,40.37,97,3915.89
PO-56838,Vendor_11727,Item_90320,1451.68,86,124844.48
PO-16492,Vendor_25547,Item_96926,7252.23,57,413377.11
PO-50956,Vendor_13272,Item_89894,4472.62,13,58144.06
PO-34855,Vendor_65629,Item_13051,6271.67,18,112890.06
PO-85121,Vendor_86680,Item_29040,7703.98,22,169487.56
PO-66137,Vendor_79674,Item_55985,2357.91,1,2357.91
PO-50597,Vendor_11868,Item_76482,5870.2,67,393303.4
PO-39053,Vendor_98522,Item_71288,2262.49,45,101812.05
PO-33919,Vendor_25141,Item_24305,7472.77,97,724858.69
PO-89601,Vendor_49335,Item_14069,8960.84,47,421159.48
PO-93499,Vendor_20741,Item_89412,256.8,19,4879.2
PO-18941,Vendor_84972,Item_36222,9959.22,36,358531.92
PO-30175,Vendor_62188,Item_86949,7689.46,77,592088.42
PO-84744,Vendor_51063,Item_30546,1026.99,50,51349.5
PO-68935,Vendor_50891,Item_56333,4242.07,80,339365.6
PO-82653,Vendor_85749,Item_18498,2101.99,17,35733.83
PO-92654,Vendor_18419,Item_48805,3653.44,89,325156.16
PO-16257,Vendor_71397,Item_75521,6610.45,25,165261.25
PO-66589,Vendor_71112,Item_27033,7325.43,51,373596.93
PO-10624,Vendor_29121,Item_66405,6486.01,18,116748.18
PO-58108,Vendor_20651,Item_42862,2983.92,85,253633.2
PO-97588,Vendor_90995,Item_39417,8657.73,58,502148.34
PO-84185,Vendor_27324,Item_10352,4360.24,59,257254.16
PO-53335,Vendor_22864,Item_15282,6469.31,41,265241.71
PO-13480,Vendor_24748,Item_68482,1630.2,88,143457.6
PO-42061,Vendor_43797,Item_49215,7557.79,39,294753.81
PO-20682,Vendor_16705,Item_37758,7854.99,30,235649.7
PO-85740,Vendor_16823,Item_30838,9022.34,35,315781.9
PO-45965,Vendor_20196,Item_87599,1375.11,59,81131.49
PO-34641,Vendor_16611,Item_37799,9469.68,67,634468.56
PO-93724,Vendor_63192,Item_64235,3006.31,19,57119.89
PO-50637,Vendor_63303,Item_99118,231.8,48,11126.4
PO-35068,Vendor_45523,Item_82744,7438.54,84,624837.36
PO-30237,Vendor_66768,Item_91338,8973.03,21,188433.63
PO-48721,Vendor_24370,Item_74386,246.21,33,8124.93
PO-25902,Vendor_83907,Item_18817,6285.52,19,119424.88
PO-52958,Vendor_40532,Item_59583,9743.5,76,740506.0
PO-53353,Vendor_47346,Item_34992,5330.07,79,421075.53
PO-88831,Vendor_31563,Item_96002,3743.96,51,190941.96
PO-45940,Vendor_58437,Item_68480,7187.02,50,359351.0
PO-38755,Vendor_44772,Item_60755,1322.6,61,80678.6
PO-30279,Vendor_96960,Item_80170,3071.14,88,270260.32
PO-20996,Vendor_49211,Item_86165,6953.29,49,340711.21
PO-84964,Vendor_60719,Item_15141,7090.09,79,560117.11
PO-10214,Vendor_84158,Item_16187,518.05,78,40407.9
PO-52333,Vendor_42124,Item_51635,8170.2,6,49021.2
PO-69331,Vendor_90760,Item_18333,4204.62,14,58864.68
PO-43106,Vendor_11264,Item_96783,7531.47,73,549797.31
PO-94828,Vendor_60219,Item_11252,5001.74,16,80027.84
PO-31111,Vendor_38871,Item_76931,9296.83,76,706559.08
PO-70474,Vendor_93179,Item_59307,6888.41,7,48218.87
PO-18508,Vendor_77828,Item_93747,7094.66,32,227029.12
PO-40961,Vendor_78018,Item_14882,3574.51,66,235917.66
PO-38752,Vendor_37028,Item_68765,7159.64,80,572771.2
PO-87843,Vendor_25292,Item_59991,5816.6,61,354812.6
PO-30231,Vendor_97800,Item_98656,1483.06,70,103814.2
PO-83784,Vendor_60760,Item_14145,8242.99,17,140130.83
PO-76232,Vendor_85123,Item_73028,5648.17,91,513983.47
PO-90570,Vendor_18827,Item_65563,5318.47,84,446751.48
PO-53674,Vendor_53954,Item_48430,125.53,17,2134.01
PO-70105,Vendor_52648,Item_93699,4091.54,35,143203.9
PO-42502,Vendor_42020,Item_71308,2472.8,49,121167.2
PO-32951,Vendor_34316,Item_82114,7043.24,61,429637.64
PO-41977,Vendor_20848,Item_88899,7671.17,15,115067.55
PO-38347,Vendor_78843,Item_59116,5560.46,34,189055.64
PO-71341,Vendor_83204,Item_27013,7103.27,24,170478.48
PO-67436,Vendor_60580,Item_10360,7692.25,11,84614.75
PO-55777,Vendor_62884,Item_88569,2067.31,94,194327.14
PO-66357,Vendor_65993,Item_86269,8005.13,18,144092.34
PO-79237,Vendor_20572,Item_43000,2437.15,98,238840.7
PO-26575,Vendor_90198,Item_92475,204.4,13,2657.2
PO-30275,Vendor_16275,Item_10745,8684.34,28,243161.52
PO-81792,Vendor_20746,Item_40769,1546.31,35,54120.85
PO-92926,Vendor_65818,Item_96515,7367.06,7,51569.42
PO-84304,Vendor_29974,Item_67793,1393.61,73,101733.53
PO-84774,Vendor_99184,Item_79878,5452.78,99,539825.22
PO-97023,Vendor_98934,Item_67051,1753.64,98,171856.72
PO-66457,Vendor_60068,Item_49418,5928.58,19,112643.02
PO-26606,Vendor_62831,Item_96581,3776.79,36,135964.44
PO-78448,Vendor_27152,Item_71880,8095.05,64,518083.2
PO-38753,Vendor_79086,Item_98759,5084.84,98,498314.32
PO-14398,Vendor_30029,Item_60926,4227.87,34,143747.58
PO-23974,Vendor_30968,Item_42916,5267.89,11,57946.79
PO-53994,Vendor_96325,Item_18541,9518.56,81,771003.36
PO-25422,Vendor_29031,Item_59972,9797.39,70,685817.3
PO-38621,Vendor_27536,Item_97376,4840.74,78,377577.72
PO-44984,Vendor_81125,Item_36827,6546.33,17,111287.61
PO-42107,Vendor_26290,Item_43177,8494.43,65,552137.95
PO-10207,Vendor_66193,Item_29032,2913.82,12,34965.84
PO-65715,Vendor_77768,Item_77116,112.07,45,5043.15
PO-87663,Vendor_32356,Item_21839,486.13,68,33056.84
PO-78315,Vendor_75411,Item_57152,7265.08,28,203422.24
PO-60960,Vendor_78754,Item_39040,804.54,88,70799.52
PO-61937,Vendor_10546,Item_51740,3074.68,43,132211.24
PO-23424,Vendor_10585,Item_79029,3650.86,88,321275.68
PO-26602,Vendor_91509,Item_39355,8414.58,21,176706.18
PO-65988,Vendor_95050,Item_48509,2770.96,82,227218.72
PO-41751,Vendor_89559,Item_43507,6612.49,90,595124.1
PO-89369,Vendor_32502,Item_41552,9723.57,46,447284.22
PO-68442,Vendor_75173,Item_47154,5412.93,62,335601.66
PO-61853,Vendor_34524,Item_67648,3323.39,65,216020.35
PO-56013,Vendor_43976,Item_80960,8543.31,27,230669.37
PO-82299,Vendor_66347,Item_48337,5800.08,13,75401.04
PO-29790,Vendor_76249,Item_92380,5865.17,69,404696.73
PO-37029,Vendor_84367,Item_47418,4019.48,1,4019.48
PO-53332,Vendor_10046,Item_84319,5185.15,14,72592.1
PO-73968,Vendor_72657,Item_64730,5942.33,89,528867.37
PO-44123,Vendor_34702,Item_33812,2087.59,82,171182.38
PO-22066,Vendor_50630,Item_85074,123.65,23,2843.95
PO-24078,Vendor_52007,Item_67245,7250.28,11,79753.08
PO-23051,Vendor_83350,Item_69703,5558.85,33,183442.05
PO-86250,Vendor_63231,Item_20234,3697.62,4,14790.48
PO-47379,Vendor_32616,Item_26636,269.69,13,3505.97
PO-62216,Vendor_25925,Item_15901,4916.31,37,181903.47
PO-13954,Vendor_29849,Item_25804,8466.58,95,804325.1
PO-19917,Vendor_13846,Item_22494,8489.95,8,67919.6
PO-44998,Vendor_51124,Item_10463,5414.87,93,503582.91
PO-19801,Vendor_15031,Item_47136,2678.24,79,211580.96
PO-73277,Vendor_36319,Item_76193,563.89,6,3383.34
PO-62700,Vendor_47877,Item_69013,2723.22,98,266875.56
PO-28615,Vendor_47553,Item_65009,4684.58,95,445035.1
PO-14252,Vendor_48461,Item_19363,5099.39,47,239671.33
PO-98787,Vendor_39370,Item_38479,6574.15,14,92038.1
PO-17481,Vendor_22620,Item_87403,3717.9,6,22307.4
PO-79884,Vendor_65888,Item_93595,7594.96,69,524052.24
PO-96058,Vendor_56584,Item_60169,356.18,67,23864.06
PO-67621,Vendor_95207,Item_88074,6739.03,16,107824.48
PO-30579,Vendor_96885,Item_65874,2832.58,96,271927.68
PO-45399,Vendor_25279,Item_50592,8462.78,56,473915.68
PO-29931,Vendor_15740,Item_89012,7391.88,61,450904.68
PO-74027,Vendor_57613,Item_96374,415.14,54,22417.56
PO-27412,Vendor_29249,Item_32954,8104.91,100,810491.0
PO-13643,Vendor_56798,Item_61267,4663.69,71,331121.99
PO-44075,Vendor_71347,Item_77175,3893.26,70,272528.2
PO-53273,Vendor_92289,Item_98959,3175.66,99,314390.34
PO-73336,Vendor_13658,Item_24472,4627.08,17,78660.36
PO-48444,Vendor_67401,Item_72282,6978.26,17,118630.42
PO-72367,Vendor_65370,Item_67570,8049.98,76,611798.48
PO-31371,Vendor_86402,Item_35391,3308.97,66,218392.02
PO-31989,Vendor_90283,Item_95956,477.9,38,18160.2
PO-84854,Vendor_78621,Item_88617,1579.43,28,44224.04
PO-13437,Vendor_64589,Item_46611,2207.65,43,94928.95
PO-62311,Vendor_97036,Item_92936,5276.91,37,195245.67
PO-91711,Vendor_21813,Item_10531,3222.19,96,309330.24
PO-73584,Vendor_76436,Item_87621,7731.39,45,347912.55
PO-26184,Vendor_35761,Item_92238,9058.35,93,842426.55
PO-58432,Vendor_32306,Item_62059,4894.4,30,146832.0
PO-26848,Vendor_80380,Item_57354,8033.66,86,690894.76
PO-44000,Vendor_89524,Item_97701,7206.16,65,468400.4
PO-50457,Vendor_19009,Item_23462,773.04,97,74984.88
PO-16374,Vendor_72144,Item_35326,3040.49,82,249320.18
PO-75611,Vendor_61371,Item_42539,6319.28,99,625608.72
PO-86676,Vendor_90832,Item_84993,7905.14,90,711462.6
PO-12081,Vendor_38733,Item_14130,9068.96,71,643896.16
PO-32920,Vendor_47215,Item_61379,1451.69,56,81294.64
PO-66115,Vendor_69957,Item_14471,6271.07,70,438974.9
PO-64354,Vendor_91495,Item_47875,2543.44,62,157693.28
PO-34856,Vendor_32909,Item_41544,2191.59,72,157794.48
PO-53652,Vendor_45124,Item_55001,6571.73,8,52573.84
PO-54991,Vendor_92627,Item_61753,9085.1,42,381574.2
PO-92775,Vendor_59209,Item_46030,5545.73,94,521298.62
PO-76348,Vendor_36950,Item_89870,9048.25,79,714811.75
PO-92229,Vendor_90597,Item_79029,3945.4,59,232778.6
PO-51268,Vendor_76094,Item_82883,5099.17,66,336545.22
PO-67206,Vendor_91614,Item_84471,9930.48,71,705064.08
PO-56320,Vendor_45986,Item_68534,5054.31,51,257769.81
PO-84706,Vendor_15495,Item_13772,302.1,58,17521.8
PO-71807,Vendor_34301,Item_99363,2131.02,7,14917.14
PO-49997,Vendor_25000,Item_66393,8824.64,4,35298.56
PO-80166,Vendor_25639,Item_35781,7232.77,30,216983.1
PO-83549,Vendor_85193,Item_19456,5164.91,94,485501.54
PO-86580,Vendor_50469,Item_10666,8404.67,11,92451.37
PO-28499,Vendor_20697,Item_64288,8515.32,9,76637.88
PO-44870,Vendor_22661,Item_87531,3465.79,94,325784.26
PO-86535,Vendor_24209,Item_88538,5759.11,32,184291.52
PO-65856,Vendor_13044,Item_98448,2758.65,18,49655.7
PO-43031,Vendor_77928,Item_95154,7069.77,20,141395.4
PO-82136,Vendor_65041,Item_79357,1448.02,56,81089.12
PO-43232,Vendor_16748,Item_18358,9723.28,15,145849.2
PO-66347,Vendor_92596,Item_86794,4312.64,60,258758.4
PO-86644,Vendor_71296,Item_56581,2135.76,75,160182.0
PO-20402,Vendor_51536,Item_70741,4595.65,66,303312.9
PO-66674,Vendor_11326,Item_94739,2494.26,37,92287.62
PO-89625,Vendor_88736,Item_38987,496.75,9,4470.75
PO-35171,Vendor_18551,Item_74639,2322.96,30,69688.8
PO-71796,Vendor_15351,Item_45808,4997.87,67,334857.29
PO-72452,Vendor_52576,Item_41983,930.04,73,67892.92
PO-96745,Vendor_46660,Item_55965,9043.76,80,723500.8
PO-91313,Vendor_18765,Item_44803,6314.49,30,189434.7
PO-52954,Vendor_30788,Item_54022,4302.47,100,430247.0
PO-38358,Vendor_47050,Item_71005,8443.53,97,819022.41
PO-70725,Vendor_12473,Item_69028,5511.99,63,347255.37
PO-23738,Vendor_85768,Item_15064,8643.02,53,458080.06
PO-43038,Vendor_48990,Item_61168,7116.81,29,206387.49
PO-56772,Vendor_10986,Item_70678,1290.42,95,122589.9
PO-27644,Vendor_30946,Item_80353,9531.94,81,772087.14
PO-12140,Vendor_63690,Item_97901,6005.36,45,270241.2
PO-53139,Vendor_15129,Item_83584,4092.73,99,405180.27
PO-10276,Vendor_19512,Item_96556,5680.36,55,312419.8
PO-67712,Vendor_42388,Item_56967,1891.78,95,179719.1
PO-40249,Vendor_56831,Item_87143,5578.78,67,373778.26
PO-87377,Vendor_25303,Item_35086,6142.18,40,245687.2
PO-10811,Vendor_30198,Item_20321,3850.68,65,250294.2
PO-91556,Vendor_49085,Item_76892,1542.45,52,80207.4
PO-47446,Vendor_65858,Item_40886,9100.0,86,782600.0
PO-80653,Vendor_12844,Item_48206,9191.56,63,579068.28
PO-45000,Vendor_61369,Item_45981,4666.47,23,107328.81
PO-15429,Vendor_13270,Item_44830,3953.64,94,371642.16
PO-70706,Vendor_44248,Item_86747,6833.79,59,403193.61
PO-55764,Vendor_14312,Item_29043,9084.38,5,45421.9
PO-24421,Vendor_89670,Item_88118,8090.45,96,776683.2
PO-62861,Vendor_88464,Item_80087,7372.43,20,147448.6
PO-68450,Vendor_14565,Item_64740,9262.54,45,416814.3
PO-31441,Vendor_40272,Item_76655,1995.66,56,111756.96
PO-90714,Vendor_82250,Item_15294,9764.49,80,781159.2
PO-99015,Vendor_84573,Item_12100,8747.92,98,857296.16
PO-29297,Vendor_74067,Item_85377,7401.95,11,81421.45
PO-29187,Vendor_29832,Item_83520,6706.6,15,100599.0
PO-71097,Vendor_51279,Item_35063,4368.09,11,48048.99
PO-84514,Vendor_65527,Item_99230,5042.37,24,121016.88
PO-35222,Vendor_92770,Item_94959,6651.58,57,379140.06
PO-55983,Vendor_50289,Item_97451,9071.24,66,598701.84
PO-62565,Vendor_51512,Item_34360,605.28,55,33290.4
PO-63012,Vendor_85722,Item_99250,6480.72,46,298113.12
PO-92364,Vendor_18814,Item_68535,8359.53,16,133752.48
PO-21402,Vendor_25353,Item_19860,993.91,76,75537.16
PO-73688,Vendor_22042,Item_44939,4504.69,93,418936.17
PO-56565,Vendor_86519,Item_23337,9272.57,13,120543.41
PO-34524,Vendor_29209,Item_40468,1934.77,13,25152.01
PO-11915,Vendor_35218,Item_90385,3923.9,17,66706.3
PO-39679,Vendor_73166,Item_11906,9725.32,81,787750.92
PO-29038,Vendor_69750,Item_35189,3974.02,72,286129.44
PO-51241,Vendor_89386,Item_42647,6978.86,71,495499.06
PO-26276,Vendor_64754,Item_13962,9696.25,37,358761.25
PO-39647,Vendor_35290,Item_78683,7094.69,3,21284.07
PO-14398,Vendor_40558,Item_77852,1468.35,4,5873.4
PO-63854,Vendor_14015,Item_17200,4761.96,30,142858.8
PO-38144,Vendor_37837,Item_30381,4986.31,81,403891.11
PO-64526,Vendor_82795,Item_99913,561.42,25,14035.5
PO-92772,Vendor_53252,Item_78107,6589.16,50,329458.0
PO-22483,Vendor_18565,Item_46514,4063.22,15,60948.3
PO-70742,Vendor_60600,Item_26841,47.38,62,2937.56
PO-78422,Vendor_94255,Item_45104,5713.84,86,491390.24
PO-84598,Vendor_58724,Item_13067,7498.55,3,22495.65
PO-36161,Vendor_25226,Item_64586,8300.79,6,49804.74
PO-44114,Vendor_90063,Item_69732,5143.53,50,257176.5
PO-91019,Vendor_72936,Item_43138,2803.54,19,53267.26
PO-95801,Vendor_99868,Item_53076,829.86,92,76347.12
PO-85671,Vendor_51195,Item_77583,2448.61,70,171402.7
PO-92238,Vendor_46255,Item_66989,9596.18,18,172731.24
PO-60546,Vendor_40380,Item_51519,3209.32,55,176512.6
PO-72363,Vendor_45460,Item_69496,1962.4,13,25511.2
PO-54358,Vendor_27124,Item_97757,3176.12,26,82579.12
PO-21875,Vendor_43939,Item_82467,5487.66,88,482914.08
PO-68861,Vendor_52767,Item_54137,5714.47,94,537160.18
PO-13462,Vendor_85787,Item_51683,7036.92,60,422215.2
PO-97948,Vendor_54440,Item_50715,634.6,87,55210.2
PO-29036,Vendor_71853,Item_25442,7779.47,30,233384.1
PO-64587,Vendor_76465,Item_16850,1153.12,44,50737.28
PO-95775,Vendor_20206,Item_94914,7217.27,35,252604.45
PO-45317,Vendor_76993,Item_75146,7302.92,64,467386.88
PO-56570,Vendor_26075,Item_47246,373.93,91,34027.63
PO-44545,Vendor_76342,Item_49359,9423.05,12,113076.6
PO-25677,Vendor_51118,Item_73571,9788.2,63,616656.6
PO-44531,Vendor_38825,Item_39058,5974.49,43,256903.07
PO-64515,Vendor_73632,Item_60632,6622.89,66,437110.74
PO-42576,Vendor_99416,Item_49847,3795.52,29,110070.08
PO-31515,Vendor_99058,Item_57743,7389.15,29,214285.35
PO-17782,Vendor_51901,Item_68463,3177.44,10,31774.4
PO-60834,Vendor_66998,Item_33992,8074.4,30,242232.0
PO-53967,Vendor_51991,Item_59709,5724.58,51,291953.58
PO-23667,Vendor_34970,Item_53325,6284.49,39,245095.11
PO-54505,Vendor_36893,Item_30509,8834.31,74,653738.94
PO-74162,Vendor_51843,Item_56474,7041.71,64,450669.44
PO-45574,Vendor_38409,Item_81808,4017.79,21,84373.59
PO-21744,Vendor_61219,Item_93617,1514.69,7,10602.83
PO-21249,Vendor_40277,Item_38290,3104.02,77,239009.54
PO-19294,Vendor_25312,Item_13804,9934.97,44,437138.68
PO-33249,Vendor_11879,Item_32628,7462.23,34,253715.82
PO-72369,Vendor_52129,Item_24869,9245.21,47,434524.87
PO-38351,Vendor_46524,Item_37897,3175.14,96,304813.44
PO-54221,Vendor_96948,Item_78808,1176.06,30,35281.8
PO-69943,Vendor_16579,Item_71572,185.28,25,4632.0
PO-50057,Vendor_57338,Item_87433,6537.44,93,607981.92
PO-49747,Vendor_69944,Item_32794,7009.31,65,455605.15
PO-94437,Vendor_17312,Item_94074,956.66,62,59312.92
PO-26259,Vendor_88674,Item_91189,8164.13,37,302072.81
PO-56050,Vendor_24469,Item_79244,9310.58,21,195522.18
PO-70821,Vendor_48153,Item_56024,6196.15,3,18588.45
PO-72158,Vendor_25772,Item_41192,696.76,48,33444.48
PO-73046,Vendor_20851,Item_89024,3411.87,26,88708.62
PO-15805,Vendor_18104,Item_82759,8678.01,91,789698.91
PO-21211,Vendor_73517,Item_52276,6149.27,53,325911.31
PO-82784,Vendor_97378,Item_10839,4428.13,70,309969.1
PO-81691,Vendor_81129,Item_55705,97.43,51,4968.93
PO-19354,Vendor_58997,Item_89015,6467.31,71,459179.01
PO-42607,Vendor_96308,Item_74992,1598.67,28,44762.76
PO-12457,Vendor_20341,Item_44271,4830.35,14,67624.9
PO-95235,Vendor_66413,Item_33429,9879.61,19,187712.59
PO-80503,Vendor_78825,Item_24246,6701.18,29,194334.22
PO-79534,Vendor_23450,Item_65529,7537.73,21,158292.33
PO-59091,Vendor_27673,Item_35411,6813.48,4,27253.92
PO-93721,Vendor_76874,Item_27243,2623.48,38,99692.24
PO-10839,Vendor_58270,Item_41154,5780.44,4,23121.76
PO-81977,Vendor_88318,Item_81678,5561.28,54,300309.12
PO-59104,Vendor_29660,Item_23656,6435.53,17,109404.01
PO-79579,Vendor_29086,Item_33120,5880.1,6,35280.6
PO-83279,Vendor_98543,Item_13530,5947.8,96,570988.8
PO-96434,Vendor_91613,Item_76068,5423.38,40,216935.2
PO-20785,Vendor_20690,Item_19772,6787.03,9,61083.27
PO-52226,Vendor_18741,Item_45441,7167.49,3,21502.47
PO-96365,Vendor_21328,Item_85372,7395.04,95,702528.8
PO-58850,Vendor_18659,Item_87637,4158.0,26,108108.0
PO-28304,Vendor_83206,Item_95543,117.74,64,7535.36
PO-89198,Vendor_35530,Item_74266,3929.22,28,110018.16
PO-64394,Vendor_92450,Item_32131,4527.84,77,348643.68
PO-75404,Vendor_12357,Item_52246,4330.43,61,264156.23
PO-24192,Vendor_44078,Item_97886,3488.91,28,97689.48
PO-80748,Vendor_64388,Item_29747,421.73,44,18556.12
PO-63929,Vendor_91289,Item_62152,8336.17,71,591868.07
PO-51897,Vendor_95285,Item_67297,8846.26,75,663469.5
PO-48833,Vendor_74322,Item_24870,59.5,87,5176.5
PO-28773,Vendor_78211,Item_89480,5363.05,69,370050.45
PO-90530,Vendor_28880,Item_47473,5064.85,30,151945.5
PO-10575,Vendor_41527,Item_91942,8530.44,57,486235.08
PO-51658,Vendor_47091,Item_80641,1367.73,46,62915.58
PO-33973,Vendor_45121,Item_41732,4929.0,42,207018.0
PO-75897,Vendor_81823,Item_22506,4800.04,14,67200.56
PO-78944,Vendor_39099,Item_36747,3323.38,82,272517.16
PO-40967,Vendor_70340,Item_89536,6188.45,77,476510.65
PO-13977,Vendor_17877,Item_86813,7550.65,71,536096.15
PO-70908,Vendor_67046,Item_81088,2646.74,98,259380.52
PO-87587,Vendor_30475,Item_81502,716.07,42,30074.94
PO-74559,Vendor_25436,Item_12766,5874.66,4,23498.64
PO-21709,Vendor_48741,Item_92595,7468.26,8,59746.08
PO-55137,Vendor_97519,Item_17920,8710.84,60,522650.4
PO-49183,Vendor_37000,Item_58680,9235.44,28,258592.32
PO-67266,Vendor_49257,Item_67999,5466.59,29,158531.11
PO-91675,Vendor_29709,Item_53433,3855.24,50,192762.0
PO-79330,Vendor_54554,Item_27059,3764.11,68,255959.48
PO-90060,Vendor_22830,Item_83643,1507.18,75,113038.5
PO-46775,Vendor_19354,Item_85363,2124.21,66,140197.86
PO-62888,Vendor_74394,Item_89692,6208.28,37,229706.36
PO-88356,Vendor_55464,Item_83585,317.76,30,9532.8
PO-76586,Vendor_84771,Item_65873,3052.34,12,36628.08
PO-65172,Vendor_76318,Item_46959,4757.23,97,461451.31
PO-70309,Vendor_46427,Item_66463,8896.15,92,818445.8
PO-29581,Vendor_41911,Item_40223,5498.07,31,170440.17
PO-71861,Vendor_53982,Item_85566,1078.86,40,43154.4
PO-76665,Vendor_32603,Item_67719,7500.71,98,735069.58
PO-44165,Vendor_93931,Item_66694,3214.39,66,212149.74
PO-93178,Vendor_43488,Item_78443,1744.27,47,81980.69
PO-65196,Vendor_86201,Item_54529,8660.54,22,190531.88
PO-42714,Vendor_10853,Item_62604,3033.72,46,139551.12
PO-39521,Vendor_43963,Item_67197,8792.12,73,641824.76
PO-89082,Vendor_17983,Item_30054,1994.16,48,95719.68
PO-20813,Vendor_18545,Item_15314,1845.46,80,147636.8
PO-44965,Vendor_88256,Item_66974,8049.55,94,756657.7
PO-54236,Vendor_62600,Item_52703,2225.69,58,129090.02
PO-36403,Vendor_48181,Item_68036,3808.64,25,95216.0
PO-92381,Vendor_43495,Item_52361,1378.34,78,107510.52
PO-10145,Vendor_79345,Item_86696,1331.31,7,9319.17
PO-79997,Vendor_17924,Item_30990,5402.49,70,378174.3
PO-62037,Vendor_29184,Item_55139,6458.73,8,51669.84
PO-79214,Vendor_93370,Item_14964,1151.99,39,44927.61
PO-52192,Vendor_62309,Item_26100,1372.99,70,96109.3
PO-75433,Vendor_67633,Item_96578,4278.22,68,290918.96
PO-86288,Vendor_73725,Item_69558,8776.84,13,114098.92
PO-82000,Vendor_23557,Item_79792,399.17,69,27542.73
PO-84967,Vendor_68918,Item_58682,5949.93,25,148748.25
PO-67179,Vendor_93548,Item_98693,7452.7,98,730364.6
PO-80852,Vendor_26858,Item_95237,8131.27,95,772470.65
PO-60733,Vendor_27262,Item_23208,1985.48,14,27796.72
PO-82565,Vendor_70290,Item_95836,5552.11,61,338678.71
PO-90525,Vendor_18542,Item_67468,4117.34,58,238805.72
PO-11831,Vendor_85419,Item_12816,3897.59,2,7795.18
PO-26503,Vendor_18370,Item_92254,6976.7,72,502322.4
PO-43843,Vendor_43285,Item_38016,9608.1,97,931985.7
PO-80107,Vendor_33099,Item_34213,2759.08,7,19313.56
PO-34644,Vendor_93461,Item_81414,8811.47,66,581557.02
PO-90775,Vendor_36809,Item_78289,9693.19,57,552511.83
PO-78252,Vendor_27055,Item_28640,9413.29,12,112959.48
PO-42333,Vendor_12497,Item_65094,4275.06,5,21375.3
PO-43014,Vendor_18962,Item_17183,1455.48,73,106250.04
PO-97363,Vendor_48604,Item_93085,4230.98,36,152315.28
PO-99900,Vendor_19643,Item_12059,381.78,19,7253.82
PO-61747,Vendor_53631,Item_22173,6780.31,20,135606.2
PO-21084,Vendor_99043,Item_26687,7974.72,3,23924.16
PO-92382,Vendor_48623,Item_59497,9415.76,13,122404.88
PO-38150,Vendor_78954,Item_32581,9125.93,4,36503.72
