Employee,Department,Item,Budget Code,Delivery Date
Employee_94342,R&D,Item_82827,R&D-54499,"April 14, 2024"
Employee_29277,HR,Item_48635,HR-83130,"May 03, 2024"
Employee_56378,IT,Item_69501,IT-19878,"April 23, 2024"
Employee_46447,R&D,Item_19439,R&D-85709,"April 14, 2024"
Employee_61430,HR,Item_51838,HR-97441,"April 11, 2024"
Employee_37063,Finance,Item_85763,Fin-11013,"April 16, 2024"
Employee_54417,Sales,Item_73814,Sal-95335,"April 26, 2024"
Employee_63103,Finance,Item_89889,Fin-93539,"April 21, 2024"
Employee_36855,Marketing,Item_73976,Mar-57086,"April 22, 2024"
Employee_39446,Marketing,Item_27900,Mar-92020,"April 21, 2024"
Employee_25088,IT,Item_45908,IT-92154,"May 04, 2024"
Employee_83472,Sales,Item_46681,Sal-59926,"April 23, 2024"
Employee_94094,Operations,Item_44256,Ope-38907,"April 19, 2024"
Employee_70025,Sales,Item_31017,Sal-63519,"April 08, 2024"
Employee_53661,R&D,Item_95801,R&D-25819,"April 09, 2024"
Employee_13846,HR,Item_93039,HR-80704,"April 22, 2024"
Employee_40821,Finance,Item_59518,Fin-40505,"April 13, 2024"
Employee_24762,IT,Item_57955,IT-34696,"April 17, 2024"
Employee_87937,HR,Item_19783,HR-78078,"April 21, 2024"
Employee_71581,Marketing,Item_36262,Mar-42536,"April 18, 2024"
Employee_16877,HR,Item_75085,HR-98083,"April 29, 2024"
Employee_10948,Operations,Item_31149,Ope-17162,"April 25, 2024"
Employee_82473,Operations,Item_19558,Ope-23691,"April 20, 2024"
Employee_10342,R&D,Item_90278,R&D-45349,"April 18, 2024"
Employee_25666,Finance,Item_93787,Fin-33637,"April 25, 2024"
Employee_65929,Operations,Item_43637,Ope-24606,"April 21, 2024"
Employee_30622,Finance,Item_88550,Fin-58776,"April 26, 2024"
Employee_69971,Marketing,Item_78052,Mar-91061,"April 11, 2024"
Employee_16586,IT,Item_74859,IT-61493,"April 18, 2024"
Employee_76818,IT,Item_73782,IT-36134,"April 08, 2024"
Employee_34685,R&D,Item_46918,R&D-87638,"May 05, 2024"
Employee_67203,IT,Item_35291,IT-60432,"May 03, 2024"
Employee_65106,Finance,Item_28724,Fin-25082,"April 12, 2024"
Employee_93398,IT,Item_21032,IT-59306,"April 30, 2024"
Employee_86171,HR,Item_23248,HR-95200,"April 11, 2024"
Employee_82889,Operations,Item_29903,Ope-41122,"April 12, 2024"
Employee_26810,Operations,Item_45253,Ope-85113,"April 16, 2024"
Employee_28568,Operations,Item_53152,Ope-41994,"April 23, 2024"
Employee_85688,Sales,Item_47822,Sal-82371,"April 16, 2024"
Employee_99453,Sales,Item_53085,Sal-59788,"April 23, 2024"
Employee_41881,Marketing,Item_60399,Mar-64762,"April 21, 2024"
Employee_81467,HR,Item_10962,HR-19339,"April 25, 2024"
Employee_47318,Sales,Item_22686,Sal-74989,"April 20, 2024"
Employee_62184,Marketing,Item_55918,Mar-26880,"April 20, 2024"
Employee_61420,HR,Item_77793,HR-18826,"April 16, 2024"
Employee_44594,IT,Item_36301,IT-41636,"April 27, 2024"
Employee_17251,IT,Item_71437,IT-67011,"April 30, 2024"
Employee_58407,IT,Item_85372,IT-22146,"April 19, 2024"
Employee_52828,HR,Item_36772,HR-27950,"May 03, 2024"
Employee_76509,Marketing,Item_62245,Mar-79544,"April 26, 2024"
Employee_39259,Finance,Item_14442,Fin-85655,"April 07, 2024"
Employee_74517,HR,Item_77439,HR-19302,"April 22, 2024"
Employee_19226,HR,Item_30358,HR-78281,"April 12, 2024"
Employee_43384,IT,Item_16485,IT-53823,"April 27, 2024"
Employee_13636,Finance,Item_32741,Fin-82478,"April 26, 2024"
Employee_46354,Finance,Item_77818,Fin-53807,"April 24, 2024"
Employee_96099,Sales,Item_25085,Sal-88603,"May 01, 2024"
Employee_36303,R&D,Item_56246,R&D-72612,"May 06, 2024"
Employee_97959,IT,Item_67531,IT-13444,"April 27, 2024"
Employee_21916,HR,Item_59497,HR-65758,"April 28, 2024"
Employee_58080,Sales,Item_90320,Sal-14824,"April 27, 2024"
Employee_63998,IT,Item_94437,IT-97259,"April 11, 2024"
Employee_11892,Marketing,Item_50479,Mar-91554,"April 26, 2024"
Employee_59112,Sales,Item_99778,Sal-35878,"April 12, 2024"
Employee_11683,Operations,Item_22660,Ope-96251,"April 19, 2024"
Employee_65435,Marketing,Item_47171,Mar-89747,"April 10, 2024"
Employee_21714,Finance,Item_65136,Fin-36581,"April 30, 2024"
Employee_64466,IT,Item_72195,IT-35300,"April 10, 2024"
Employee_40391,Marketing,Item_26713,Mar-19762,"May 01, 2024"
Employee_76060,R&D,Item_28099,R&D-93408,"April 11, 2024"
Employee_64506,IT,Item_41876,IT-81642,"May 05, 2024"
Employee_11465,R&D,Item_23479,R&D-52202,"April 30, 2024"
Employee_42324,Finance,Item_47548,Fin-82131,"April 27, 2024"
Employee_44514,IT,Item_50066,IT-59992,"April 24, 2024"
Employee_43752,Marketing,Item_48282,Mar-71824,"April 26, 2024"
Employee_35632,R&D,Item_41401,R&D-51531,"April 20, 2024"
Employee_55624,Finance,Item_36013,Fin-89604,"April 16, 2024"
Employee_11288,IT,Item_75609,IT-89830,"April 12, 2024"
Employee_21917,HR,Item_97830,HR-63248,"April 13, 2024"
Employee_43809,Marketing,Item_90585,Mar-32920,"April 28, 2024"
Employee_94312,Operations,Item_79209,Ope-87473,"April 14, 2024"
Employee_61468,IT,Item_18632,IT-48403,"April 26, 2024"
Employee_12028,Marketing,Item_64407,Mar-35662,"April 19, 2024"
Employee_41256,HR,Item_30667,HR-34845,"April 26, 2024"
Employee_87242,R&D,Item_79436,R&D-59152,"May 04, 2024"
Employee_79194,Marketing,Item_82496,Mar-51085,"April 26, 2024"
Employee_26380,R&D,Item_33929,R&D-12405,"April 25, 2024"
Employee_94448,HR,Item_30951,HR-89153,"April 18, 2024"
Employee_53923,Sales,Item_94258,Sal-99793,"April 10, 2024"
Employee_29304,IT,Item_45397,IT-74327,"April 15, 2024"
Employee_62767,Marketing,Item_36526,Mar-57512,"May 03, 2024"
Employee_87427,R&D,Item_54251,R&D-74825,"April 15, 2024"
Employee_85872,Operations,Item_34939,Ope-68425,"April 15, 2024"
Employee_45124,R&D,Item_70718,R&D-60912,"April 30, 2024"
Employee_28943,Finance,Item_65370,Fin-19039,"April 11, 2024"
Employee_34787,IT,Item_36111,IT-42724,"April 09, 2024"
Employee_18881,HR,Item_72900,HR-64724,"April 11, 2024"
Employee_14801,Sales,Item_45343,Sal-75361,"May 04, 2024"
Employee_67393,Finance,Item_64565,Fin-57516,"April 12, 2024"
Employee_64422,Sales,Item_66447,Sal-49452,"May 01, 2024"
Employee_40451,Sales,Item_71419,Sal-11318,"April 22, 2024"
Employee_25197,Finance,Item_35405,Fin-26166,"April 23, 2024"
Employee_29258,IT,Item_26777,IT-71844,"April 23, 2024"
Employee_71858,HR,Item_19453,HR-69174,"April 28, 2024"
Employee_52380,Operations,Item_70212,Ope-85397,"April 12, 2024"
Employee_56651,Operations,Item_27646,Ope-69065,"April 12, 2024"
Employee_62875,IT,Item_76066,IT-70082,"May 05, 2024"
Employee_71350,Operations,Item_63393,Ope-64514,"April 11, 2024"
Employee_93126,IT,Item_53230,IT-95543,"April 26, 2024"
Employee_71386,HR,Item_96426,HR-13777,"April 09, 2024"
Employee_94316,R&D,Item_85420,R&D-10070,"April 12, 2024"
Employee_58539,Sales,Item_91589,Sal-42379,"May 02, 2024"
Employee_12456,Operations,Item_27045,Ope-32952,"April 19, 2024"
Employee_81254,Finance,Item_59088,Fin-54545,"April 13, 2024"
Employee_33460,Operations,Item_11709,Ope-24800,"April 13, 2024"
Employee_68264,Sales,Item_47476,Sal-58217,"April 20, 2024"
Employee_35229,Finance,Item_81266,Fin-82815,"May 06, 2024"
Employee_14627,Finance,Item_53905,Fin-94770,"May 02, 2024"
Employee_59807,Marketing,Item_23970,Mar-77234,"April 16, 2024"
Employee_70364,Operations,Item_82821,Ope-26196,"April 24, 2024"
Employee_33535,HR,Item_26181,HR-64729,"April 08, 2024"
Employee_37210,IT,Item_75259,IT-19752,"April 18, 2024"
Employee_54224,Finance,Item_78329,Fin-87974,"April 09, 2024"
Employee_17315,HR,Item_31540,HR-13692,"April 25, 2024"
Employee_20838,R&D,Item_28176,R&D-88759,"April 16, 2024"
Employee_33818,HR,Item_39664,HR-81509,"April 09, 2024"
Employee_83890,Finance,Item_83293,Fin-32643,"April 29, 2024"
Employee_65248,Marketing,Item_65177,Mar-29161,"April 11, 2024"
Employee_65796,Marketing,Item_67678,Mar-27818,"April 16, 2024"
Employee_29790,R&D,Item_87942,R&D-93691,"April 08, 2024"
Employee_95901,Sales,Item_26382,Sal-39685,"April 10, 2024"
Employee_16795,Finance,Item_72280,Fin-79613,"May 06, 2024"
Employee_86528,Marketing,Item_22006,Mar-27029,"May 05, 2024"
Employee_39901,Operations,Item_35090,Ope-55761,"April 30, 2024"
Employee_54943,IT,Item_12981,IT-43989,"April 18, 2024"
Employee_24907,Marketing,Item_46770,Mar-91517,"April 13, 2024"
Employee_16579,IT,Item_39368,IT-15033,"May 02, 2024"
Employee_91351,Marketing,Item_55360,Mar-91582,"April 17, 2024"
Employee_94052,Operations,Item_83171,Ope-77325,"April 17, 2024"
Employee_84670,Marketing,Item_48621,Mar-84196,"April 07, 2024"
Employee_93026,IT,Item_65300,IT-46045,"April 16, 2024"
Employee_15509,Operations,Item_12796,Ope-87062,"May 04, 2024"
Employee_33565,IT,Item_20628,IT-13162,"April 21, 2024"
Employee_79174,R&D,Item_11803,R&D-39819,"April 07, 2024"
Employee_50418,Finance,Item_41496,Fin-78707,"April 23, 2024"
Employee_34322,HR,Item_94860,HR-45309,"April 10, 2024"
Employee_56714,Finance,Item_82402,Fin-56594,"April 13, 2024"
Employee_94660,Marketing,Item_54927,Mar-93121,"April 27, 2024"
Employee_57840,Operations,Item_79826,Ope-98847,"April 16, 2024"
Employee_21143,Marketing,Item_56904,Mar-16069,"April 09, 2024"
Employee_70753,Sales,Item_84837,Sal-64041,"May 04, 2024"
Employee_74224,Finance,Item_36647,Fin-47366,"May 03, 2024"
Employee_53347,IT,Item_86937,IT-87373,"April 07, 2024"
Employee_37624,IT,Item_33405,IT-55183,"April 16, 2024"
Employee_42408,Finance,Item_18398,Fin-33412,"May 03, 2024"
Employee_87400,Finance,Item_55555,Fin-48698,"April 16, 2024"
Employee_22268,IT,Item_83756,IT-23214,"April 07, 2024"
Employee_48932,R&D,Item_81499,R&D-28016,"April 24, 2024"
Employee_46094,Finance,Item_18695,Fin-29100,"April 24, 2024"
Employee_92905,HR,Item_80917,HR-59098,"May 02, 2024"
Employee_80192,R&D,Item_46630,R&D-39266,"May 06, 2024"
Employee_57640,IT,Item_69434,IT-75586,"April 18, 2024"
Employee_81171,Marketing,Item_42783,Mar-41292,"April 14, 2024"
Employee_31550,Finance,Item_72212,Fin-97188,"April 25, 2024"
Employee_15633,Marketing,Item_71459,Mar-66598,"April 12, 2024"
Employee_17166,HR,Item_89359,HR-25873,"April 29, 2024"
Employee_58127,Finance,Item_38409,Fin-29386,"April 29, 2024"
Employee_32091,R&D,Item_10034,R&D-29103,"April 25, 2024"
Employee_67202,HR,Item_56797,HR-52897,"April 28, 2024"
Employee_49801,IT,Item_27108,IT-84041,"April 20, 2024"
Employee_69486,Marketing,Item_18714,Mar-86699,"April 15, 2024"
Employee_21556,Sales,Item_76142,Sal-79677,"May 04, 2024"
Employee_22832,Finance,Item_75464,Fin-91416,"April 20, 2024"
Employee_50411,R&D,Item_29731,R&D-59989,"May 06, 2024"
Employee_49704,IT,Item_48358,IT-30778,"April 18, 2024"
Employee_42731,R&D,Item_61255,R&D-83107,"May 04, 2024"
Employee_19884,Sales,Item_46283,Sal-40286,"April 15, 2024"
Employee_88634,IT,Item_14377,IT-74148,"April 30, 2024"
Employee_22749,Sales,Item_42199,Sal-72585,"April 11, 2024"
Employee_78169,Sales,Item_40711,Sal-95304,"April 22, 2024"
Employee_30795,Operations,Item_14595,Ope-57141,"April 16, 2024"
Employee_18057,HR,Item_27219,HR-15772,"May 03, 2024"
Employee_12799,Marketing,Item_86433,Mar-58448,"April 18, 2024"
Employee_22083,Marketing,Item_53141,Mar-27260,"April 11, 2024"
Employee_90704,Sales,Item_97312,Sal-31124,"May 06, 2024"
Employee_78903,IT,Item_93636,IT-61487,"April 25, 2024"
Employee_34432,R&D,Item_63343,R&D-55030,"April 16, 2024"
Employee_45379,IT,Item_91445,IT-65892,"April 08, 2024"
Employee_91546,Marketing,Item_31553,Mar-14085,"April 30, 2024"
Employee_37542,R&D,Item_32087,R&D-23223,"May 02, 2024"
Employee_91979,Operations,Item_79205,Ope-32053,"April 26, 2024"
Employee_20310,Marketing,Item_20785,Mar-52727,"April 20, 2024"
Employee_99219,Sales,Item_90088,Sal-13632,"April 29, 2024"
Employee_28519,Finance,Item_53633,Fin-34310,"April 11, 2024"
Employee_43320,R&D,Item_17815,R&D-51898,"April 13, 2024"
Employee_63823,Marketing,Item_95249,Mar-74731,"April 13, 2024"
Employee_74492,Finance,Item_19648,Fin-96153,"April 19, 2024"
Employee_60256,HR,Item_39995,HR-68048,"May 05, 2024"
Employee_51907,Operations,Item_75307,Ope-39157,"April 28, 2024"
Employee_59195,R&D,Item_56321,R&D-18683,"April 29, 2024"
Employee_96944,R&D,Item_40757,R&D-64317,"May 01, 2024"
Employee_32391,Finance,Item_69626,Fin-62911,"April 10, 2024"
Employee_15009,HR,Item_82083,HR-82771,"April 13, 2024"
Employee_15005,R&D,Item_58055,R&D-41907,"April 30, 2024"
Employee_72875,Operations,Item_20188,Ope-99921,"April 09, 2024"
Employee_21088,Operations,Item_62753,Ope-27787,"April 24, 2024"
Employee_94175,Marketing,Item_20165,Mar-78530,"May 04, 2024"
Employee_12263,Finance,Item_15706,Fin-46108,"May 04, 2024"
Employee_94809,Marketing,Item_28002,Mar-35855,"April 28, 2024"
Employee_23790,Finance,Item_14738,Fin-75732,"April 17, 2024"
Employee_66382,Finance,Item_80737,Fin-23968,"April 07, 2024"
Employee_75171,Operations,Item_21963,Ope-66722,"May 03, 2024"
Employee_11453,HR,Item_76220,HR-64406,"April 29, 2024"
Employee_50865,Finance,Item_58497,Fin-11175,"April 23, 2024"
Employee_22243,HR,Item_94603,HR-19106,"April 20, 2024"
Employee_89919,Marketing,Item_83522,Mar-45956,"April 29, 2024"
Employee_14495,HR,Item_71296,HR-86447,"May 02, 2024"
Employee_70337,Sales,Item_74471,Sal-85454,"April 25, 2024"
Employee_39795,Operations,Item_68313,Ope-76412,"May 02, 2024"
Employee_37413,Finance,Item_90830,Fin-28697,"April 26, 2024"
Employee_14761,Sales,Item_70454,Sal-96334,"April 18, 2024"
Employee_27589,HR,Item_80914,HR-33916,"May 03, 2024"
Employee_99356,Sales,Item_92017,Sal-87193,"April 10, 2024"
Employee_79490,Finance,Item_60178,Fin-14390,"April 13, 2024"
Employee_67586,IT,Item_39640,IT-29025,"April 12, 2024"
Employee_81342,Operations,Item_24704,Ope-19562,"May 05, 2024"
Employee_33490,Finance,Item_29372,Fin-95347,"May 03, 2024"
Employee_53996,Operations,Item_33979,Ope-55719,"April 13, 2024"
Employee_60156,Operations,Item_44947,Ope-80574,"April 20, 2024"
Employee_86525,Operations,Item_25378,Ope-58269,"April 08, 2024"
Employee_16610,Marketing,Item_17974,Mar-78398,"April 24, 2024"
Employee_12853,Finance,Item_11407,Fin-52757,"April 15, 2024"
Employee_44749,Marketing,Item_88842,Mar-70459,"April 19, 2024"
Employee_68299,HR,Item_74255,HR-31129,"April 09, 2024"
Employee_94542,Marketing,Item_30913,Mar-33916,"April 16, 2024"
Employee_90129,Marketing,Item_64514,Mar-84016,"April 26, 2024"
Employee_57901,Finance,Item_59164,Fin-96533,"April 26, 2024"
Employee_35525,R&D,Item_19893,R&D-40112,"May 02, 2024"
Employee_62306,Marketing,Item_89052,Mar-21635,"May 05, 2024"
Employee_26760,Finance,Item_63703,Fin-70072,"May 04, 2024"
Employee_11420,Marketing,Item_23334,Mar-89736,"May 04, 2024"
Employee_18130,Finance,Item_96440,Fin-49858,"April 27, 2024"
Employee_43976,HR,Item_57431,HR-83900,"May 02, 2024"
Employee_16907,R&D,Item_49597,R&D-48869,"April 14, 2024"
Employee_42921,HR,Item_15257,HR-13415,"April 23, 2024"
Employee_53826,Finance,Item_40624,Fin-37182,"April 17, 2024"
Employee_98590,IT,Item_29634,IT-85209,"May 02, 2024"
Employee_64185,Marketing,Item_68149,Mar-22343,"April 20, 2024"
Employee_83672,HR,Item_73418,HR-18369,"April 24, 2024"
Employee_63336,Finance,Item_22971,Fin-73514,"April 26, 2024"
Employee_34147,IT,Item_28544,IT-88777,"May 01, 2024"
Employee_77160,Finance,Item_55510,Fin-96971,"May 02, 2024"
Employee_78367,Sales,Item_49709,Sal-43698,"April 12, 2024"
Employee_55358,Sales,Item_73453,Sal-15601,"April 08, 2024"
Employee_40603,Marketing,Item_83527,Mar-66059,"May 06, 2024"
Employee_51982,Operations,Item_33333,Ope-44088,"April 30, 2024"
Employee_16551,Operations,Item_14304,Ope-55514,"April 28, 2024"
Employee_85716,Marketing,Item_29482,Mar-74283,"April 12, 2024"
Employee_78313,HR,Item_98597,HR-31539,"April 29, 2024"
Employee_93913,IT,Item_96234,IT-17234,"April 19, 2024"
Employee_83955,Marketing,Item_27422,Mar-19447,"April 24, 2024"
Employee_23616,Sales,Item_97231,Sal-70634,"April 21, 2024"
Employee_90684,Operations,Item_73819,Ope-11353,"April 15, 2024"
Employee_66048,Operations,Item_65383,Ope-84182,"April 22, 2024"
Employee_81281,Sales,Item_64360,Sal-38328,"April 21, 2024"
Employee_54349,Finance,Item_51128,Fin-14233,"April 21, 2024"
Employee_90192,Finance,Item_46443,Fin-43819,"April 30, 2024"
Employee_49760,HR,Item_13148,HR-30736,"April 07, 2024"
Employee_10582,Operations,Item_63143,Ope-65100,"April 25, 2024"
Employee_29032,Operations,Item_34541,Ope-81515,"April 29, 2024"
Employee_17139,Operations,Item_92225,Ope-10483,"May 02, 2024"
Employee_19219,Marketing,Item_45631,Mar-23827,"April 07, 2024"
Employee_43672,Operations,Item_48568,Ope-16309,"April 13, 2024"
Employee_32238,Marketing,Item_50630,Mar-59181,"April 10, 2024"
Employee_70186,Finance,Item_30329,Fin-14146,"April 27, 2024"
Employee_14319,Operations,Item_48825,Ope-79194,"April 13, 2024"
Employee_22894,Finance,Item_12841,Fin-57360,"May 01, 2024"
Employee_75921,Operations,Item_24472,Ope-76536,"April 27, 2024"
Employee_29979,Operations,Item_34990,Ope-76689,"April 09, 2024"
Employee_35613,Operations,Item_87048,Ope-81418,"May 05, 2024"
Employee_40587,Marketing,Item_45275,Mar-31712,"May 04, 2024"
Employee_33089,R&D,Item_32159,R&D-40523,"April 18, 2024"
Employee_10305,R&D,Item_54026,R&D-99210,"April 23, 2024"
Employee_48868,R&D,Item_29106,R&D-87634,"May 03, 2024"
Employee_17969,IT,Item_32599,IT-34134,"April 10, 2024"
Employee_54742,HR,Item_91366,HR-63050,"April 23, 2024"
Employee_80609,R&D,Item_40987,R&D-32163,"April 19, 2024"
Employee_77608,IT,Item_37792,IT-82745,"April 08, 2024"
Employee_66598,Finance,Item_77551,Fin-68629,"May 06, 2024"
Employee_52006,Operations,Item_81435,Ope-12048,"April 29, 2024"
Employee_64430,Marketing,Item_44123,Mar-66600,"May 05, 2024"
Employee_30159,HR,Item_26989,HR-45067,"April 19, 2024"
Employee_41731,Marketing,Item_56992,Mar-94483,"May 02, 2024"
Employee_29700,Sales,Item_48390,Sal-79515,"April 10, 2024"
Employee_73117,HR,Item_34081,HR-46001,"April 30, 2024"
Employee_73266,IT,Item_71484,IT-95198,"April 20, 2024"
Employee_74276,R&D,Item_56559,R&D-10253,"April 23, 2024"
Employee_13377,R&D,Item_98716,R&D-55620,"May 04, 2024"
Employee_86549,Marketing,Item_62435,Mar-39481,"April 07, 2024"
Employee_84866,IT,Item_24023,IT-69363,"April 17, 2024"
Employee_19333,Operations,Item_25746,Ope-31309,"April 17, 2024"
Employee_32825,HR,Item_83730,HR-34494,"April 17, 2024"
Employee_29949,HR,Item_83965,HR-75708,"April 17, 2024"
Employee_83581,HR,Item_17246,HR-96818,"April 18, 2024"
Employee_20853,IT,Item_39478,IT-28783,"April 13, 2024"
Employee_83187,Marketing,Item_56821,Mar-67871,"April 25, 2024"
Employee_70804,IT,Item_73380,IT-19484,"May 06, 2024"
Employee_26465,Marketing,Item_78834,Mar-31652,"April 26, 2024"
Employee_56259,R&D,Item_67534,R&D-79234,"April 08, 2024"
Employee_61573,Finance,Item_94763,Fin-31286,"April 27, 2024"
Employee_32771,Operations,Item_81842,Ope-94494,"April 10, 2024"
Employee_49955,HR,Item_71981,HR-13300,"May 04, 2024"
Employee_13983,R&D,Item_42676,R&D-44085,"April 16, 2024"
Employee_26600,IT,Item_90400,IT-79605,"April 08, 2024"
Employee_63180,Operations,Item_20429,Ope-10051,"April 17, 2024"
Employee_65164,Finance,Item_37211,Fin-71026,"April 27, 2024"
Employee_99327,Sales,Item_53895,Sal-12398,"April 27, 2024"
Employee_91522,Operations,Item_42915,Ope-73684,"April 13, 2024"
Employee_42363,HR,Item_26664,HR-26635,"April 10, 2024"
Employee_94805,IT,Item_48643,IT-71667,"May 06, 2024"
Employee_99973,Sales,Item_64610,Sal-31165,"April 21, 2024"
Employee_10363,Sales,Item_96320,Sal-66377,"April 18, 2024"
Employee_40464,IT,Item_47725,IT-40420,"April 20, 2024"
Employee_90346,Operations,Item_99803,Ope-52199,"April 20, 2024"
Employee_85248,Finance,Item_48656,Fin-55278,"May 02, 2024"
Employee_28832,Sales,Item_64162,Sal-34774,"May 01, 2024"
Employee_57265,Marketing,Item_13083,Mar-58568,"April 08, 2024"
Employee_53043,Operations,Item_62488,Ope-86843,"April 26, 2024"
Employee_30946,IT,Item_18340,IT-19552,"May 04, 2024"
Employee_58237,Finance,Item_52536,Fin-19007,"April 22, 2024"
Employee_15095,HR,Item_87781,HR-63032,"April 11, 2024"
Employee_80190,Operations,Item_88367,Ope-83527,"April 10, 2024"
Employee_53257,IT,Item_79792,IT-16350,"April 26, 2024"
Employee_69209,Sales,Item_86868,Sal-65024,"April 15, 2024"
Employee_48767,Finance,Item_14288,Fin-27633,"April 27, 2024"
Employee_26320,Finance,Item_80444,Fin-14967,"May 03, 2024"
Employee_20102,R&D,Item_55724,R&D-31400,"April 27, 2024"
Employee_83423,HR,Item_13223,HR-72118,"May 01, 2024"
Employee_38861,IT,Item_15825,IT-60137,"April 27, 2024"
Employee_67920,HR,Item_64942,HR-97912,"April 14, 2024"
Employee_14552,R&D,Item_78672,R&D-73739,"April 27, 2024"
Employee_87953,IT,Item_19405,IT-27692,"April 22, 2024"
Employee_44382,Marketing,Item_37622,Mar-56959,"April 23, 2024"
Employee_63426,Finance,Item_84092,Fin-98602,"April 09, 2024"
Employee_18061,IT,Item_54357,IT-84976,"April 29, 2024"
Employee_31838,Sales,Item_29363,Sal-39850,"April 17, 2024"
Employee_90155,Finance,Item_79325,Fin-24964,"April 30, 2024"
Employee_80362,Marketing,Item_48157,Mar-35601,"April 30, 2024"
Employee_58636,R&D,Item_67707,R&D-56485,"April 12, 2024"
Employee_36316,Marketing,Item_61633,Mar-84180,"April 15, 2024"
Employee_80416,HR,Item_69937,HR-59744,"April 08, 2024"
Employee_78720,Marketing,Item_26827,Mar-69337,"April 15, 2024"
Employee_54296,IT,Item_83615,IT-33247,"April 29, 2024"
Employee_48036,Finance,Item_39268,Fin-84009,"April 30, 2024"
Employee_69263,R&D,Item_27580,R&D-76114,"April 28, 2024"
Employee_26778,Sales,Item_49073,Sal-20087,"May 04, 2024"
Employee_54430,IT,Item_29865,IT-40776,"April 24, 2024"
Employee_51669,Operations,Item_46955,Ope-47620,"April 16, 2024"
Employee_76363,Finance,Item_73788,Fin-55793,"May 02, 2024"
Employee_96899,HR,Item_34064,HR-53347,"April 20, 2024"
Employee_35580,Marketing,Item_97748,Mar-57579,"May 04, 2024"
Employee_84522,Finance,Item_62655,Fin-19812,"April 22, 2024"
Employee_92608,Marketing,Item_25068,Mar-86435,"April 29, 2024"
Employee_72356,HR,Item_49416,HR-69175,"May 06, 2024"
Employee_30986,R&D,Item_14070,R&D-97443,"April 24, 2024"
Employee_96815,Finance,Item_28439,Fin-92989,"April 21, 2024"
Employee_99397,Sales,Item_40583,Sal-89157,"April 29, 2024"
Employee_77054,Finance,Item_36629,Fin-50754,"April 27, 2024"
Employee_42786,IT,Item_94865,IT-49390,"April 24, 2024"
Employee_39941,Finance,Item_37576,Fin-20909,"April 15, 2024"
Employee_93943,IT,Item_58139,IT-79102,"April 14, 2024"
Employee_91016,R&D,Item_83809,R&D-16503,"May 02, 2024"
Employee_65507,Operations,Item_60254,Ope-83831,"April 14, 2024"
Employee_68400,HR,Item_71506,HR-97319,"April 13, 2024"
Employee_56701,IT,Item_42765,IT-21001,"April 14, 2024"
Employee_14211,HR,Item_98167,HR-43129,"May 01, 2024"
Employee_53966,IT,Item_69691,IT-27090,"April 27, 2024"
Employee_52451,Sales,Item_35897,Sal-18288,"May 03, 2024"
Employee_66982,Finance,Item_43425,Fin-20618,"April 07, 2024"
Employee_82759,Sales,Item_80132,Sal-70463,"April 13, 2024"
Employee_33222,Operations,Item_53330,Ope-64350,"April 28, 2024"
Employee_26471,R&D,Item_13164,R&D-25708,"April 14, 2024"
Employee_77121,IT,Item_39585,IT-51135,"April 26, 2024"
Employee_47133,R&D,Item_64334,R&D-49058,"April 14, 2024"
Employee_69979,Operations,Item_71794,Ope-47790,"April 11, 2024"
Employee_86017,Marketing,Item_83089,Mar-49838,"April 16, 2024"
Employee_80915,IT,Item_18729,IT-52476,"April 26, 2024"
Employee_28897,Operations,Item_54357,Ope-88620,"April 19, 2024"
Employee_82385,IT,Item_15250,IT-15903,"April 23, 2024"
Employee_79912,HR,Item_75880,HR-29008,"April 07, 2024"
Employee_41187,IT,Item_46814,IT-65103,"April 11, 2024"
Employee_96229,HR,Item_55296,HR-83347,"April 19, 2024"
Employee_13109,Operations,Item_96926,Ope-14604,"April 15, 2024"
Employee_77655,Sales,Item_37639,Sal-29841,"April 08, 2024"
Employee_68204,IT,Item_63183,IT-86858,"April 08, 2024"
Employee_53852,Marketing,Item_47052,Mar-21126,"April 20, 2024"
Employee_56459,Marketing,Item_67127,Mar-47551,"April 22, 2024"
Employee_38963,Sales,Item_30198,Sal-76714,"April 23, 2024"
Employee_60926,Marketing,Item_84253,Mar-76745,"April 15, 2024"
Employee_77351,R&D,Item_59934,R&D-13780,"April 12, 2024"
Employee_91659,Operations,Item_88302,Ope-57385,"April 19, 2024"
Employee_64795,Sales,Item_28964,Sal-73089,"April 13, 2024"
Employee_16791,Operations,Item_17687,Ope-77547,"April 15, 2024"
Employee_58100,R&D,Item_94070,R&D-22280,"April 24, 2024"
Employee_90694,IT,Item_70702,IT-18098,"April 23, 2024"
Employee_35955,Operations,Item_60257,Ope-34891,"May 05, 2024"
Employee_39986,Marketing,Item_30630,Mar-87506,"April 23, 2024"
Employee_91800,Marketing,Item_60459,Mar-15695,"April 13, 2024"
Employee_66177,HR,Item_96501,HR-75984,"April 28, 2024"
Employee_84226,Finance,Item_39470,Fin-97150,"April 25, 2024"
Employee_71990,Sales,Item_12929,Sal-13361,"April 10, 2024"
Employee_95896,Sales,Item_88644,Sal-88365,"April 18, 2024"
Employee_44233,Sales,Item_62311,Sal-48551,"April 14, 2024"
Employee_50085,Operations,Item_35188,Ope-55483,"May 05, 2024"
Employee_91024,Marketing,Item_87387,Mar-66791,"April 12, 2024"
Employee_82129,Finance,Item_42762,Fin-40166,"May 05, 2024"
